listing_id,state,city,area,micro_location,address,property_type,listing_status,title_tenure,bedrooms,bathrooms,parking_spaces,land_size_sqm,built_area_sqm,lot_shape,year_built,condition,listing_price_naira,price_per_sqm_naira,estimated_monthly_rent_naira,estimated_annual_rent_naira,service_charge_naira,annual_maintenance_naira,est_insurance_ground_rent_naira,gross_yield,net_yield,est_monthly_mortgage_20pct_down,cash_flow_20pct_down,risk_score,family_fit_score,investor_fit_score,renter_lifestyle_score,commute_score,school_access_score,flood_risk,title_risk,infrastructure_reliability,security_rating,road_access,market_liquidity,short_let_allowed,power_backup,water_supply,internet_reliability,pros,cons,best_for,warning_flags,ai_recommendation_summary,match_tags
NGL-0094,Rivers,Port Harcourt,Peter Odili Road,Golf Estate / Rainbow Town,"Plot 127, Estate Avenue",Apartment / Flat,Price Reduced,Governor's Consent,1,1,2,56,49,Compact,2006,Good,32000000,653061,300000,3600000,500000,350000,150000,0.1125,0.0666,475407,-3572888,36,70,65,62,56,79,Medium,Clean,46,59,Good,76,No,Generator-ready,Borehole,Fiber available,High market liquidity; Strong school access; Attractive gross yield,Drainage/flood checks required; Power/water reliability concern,Investor,Estate litigation check,"Good investor test candidate in Peter Odili Road, Port Harcourt; check Estate litigation check before recommending.",budget; yield; investor; clean-title
NGL-0095,Cross River,Calabar,State Housing,Marian / Etta Agbor,"Plot 115, GRA Road",Serviced Apartment,Off-plan,Excision in Process,1,1,1,56,55,Corner plot,2014,Newly Built,23500000,427273,100000,1200000,1300000,100000,150000,0.0511,-0.0215,349127,-4695527,35,75,44,58,62,67,Low,Verification needed,56,66,Good,63,No,Inverter,Borehole,Patchy broadband,Balanced price for area,Documentation diligence required,Family,Title verification; Short-let restriction,"Good family test candidate in State Housing, Calabar; check Title verification, Short-let restriction before recommending.",budget; family; low-flood-risk
NGL-0096,Oyo,Ibadan,Jericho,Onireke / Aleshinloye,"Plot 31, Unity Road",Terrace House,For Sale,Registered Deed,5,5,5,511,435,Compact,1989,Good,229000000,526437,1050000,12600000,600000,1000000,750000,0.055,0.0376,3402134,-32213606,38,88,39,55,60,73,Low,Verification needed,69,48,Good,45,No,Generator-ready,Estate water,Unknown,Large family layout,Documentation diligence required,Family,Title verification,"Good family test candidate in Jericho, Ibadan; check Title verification before recommending.",family; low-flood-risk
NGL-0097,Anambra,Onitsha,GRA Onitsha,Awka Road / Inland Town,"Plot 133, Government House Road",Mixed-use Residential,For Sale,Governor's Consent,5,5,5,630,360,Compact,1985,Good,231000000,641667,700000,8400000,200000,2650000,1000000,0.0364,0.015,3431847,-37724161,22,92,45,50,61,56,Low,Clean,45,90,Good,68,No,None,Municipal + borehole,Patchy broadband,Strong security profile,Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in GRA Onitsha, Onitsha; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0098,Kano,Kano,Nasarawa GRA,Court Road / GRA,"Plot 125, Unity Road",Townhouse,For Sale,Governor's Consent,4,4,4,191,245,Compact,1990,Good,126000000,514286,700000,8400000,150000,950000,600000,0.0667,0.0445,1871916,-16854997,26,84,51,62,66,46,Low,Clean,59,62,Good,59,No,Inverter,Estate water,Fiber available,Attractive gross yield,May require negotiation to improve value,Family,No major synthetic flags,"Good family test candidate in Nasarawa GRA, Kano; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0099,Oyo,Ibadan,Jericho,Onireke / Aleshinloye,"Plot 48, Ring Road",Detached Duplex,For Sale,C of O,5,5,5,654,319,Irregular,2023,Newly Built,326500000,1023511,1450000,17400000,650000,4850000,550000,0.0533,0.0278,4850641,-49119687,22,77,51,59,81,59,Low,Clean,73,87,Poor,71,No,Inverter,Borehole,4G/5G reliable,Good commute profile; Reliable infrastructure; Strong security profile,Road quality risk,Family,Road access risk; Unpermitted extension,"Good family test candidate in Jericho, Ibadan; check Road access risk, Unpermitted extension before recommending.",family; low-flood-risk; clean-title
NGL-0100,Edo,Benin City,GRA Benin,Boundary Road / Etete,"Plot 19, Estate Avenue",Penthouse,Tenant Occupied,Governor's Consent,5,4,4,313,266,Compact,1990,Good,203500000,765038,1550000,18600000,1000000,1700000,1150000,0.0914,0.0606,3023294,-23947523,25,86,58,54,51,54,Low,Clean,49,64,Excellent,56,No,Generator-ready,Borehole,Unknown,Attractive gross yield,Commute risk; Power/water reliability concern,Family,Possession timeline; Short-let restriction,"Good family test candidate in GRA Benin, Benin City; check Possession timeline, Short-let restriction before recommending.",yield; family; low-flood-risk; clean-title
NGL-0101,Kano,Kano,Tarauni,Hotoro / Zoo Road,"Plot 159, Estate Avenue",Semi-detached Duplex,For Sale,Governor's Consent,5,6,5,782,302,Irregular,2020,Newly Built,139500000,461921,800000,9600000,450000,1850000,600000,0.0688,0.0391,2072479,-19417747,28,81,50,56,53,48,Low,Clean,45,45,Good,55,No,Generator-ready,Borehole,4G/5G reliable,Attractive gross yield; Large family layout,Commute risk; Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in Tarauni, Kano; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0102,Kwara,Ilorin,GRA Ilorin,Tanke / GRA Link,"Plot 5, Unity Road",Apartment / Flat,For Sale,C of O,4,4,4,201,274,Corner plot,2023,Excellent,108500000,395985,400000,4800000,450000,1150000,350000,0.0442,0.0205,1611928,-17117136,25,80,48,66,70,51,Low,Clean,49,69,Fair,74,No,None,Borehole,4G/5G reliable,Balanced price for area,Power/water reliability concern; Road quality risk,Family,No major synthetic flags,"Good family test candidate in GRA Ilorin, Ilorin; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0103,Edo,Benin City,GRA Benin,Boundary Road / Etete,"Plot 103, Central Link Road",Serviced Apartment,Price Reduced,Gazette,2,2,2,70,94,Compact,2023,Good,52000000,553191,300000,3600000,550000,500000,250000,0.0692,0.0352,772537,-7438443,44,79,50,64,51,77,Medium,Verification needed,60,72,Good,80,No,None,Borehole,Fiber available,High market liquidity; Strong school access; Attractive gross yield,Drainage/flood checks required; Documentation diligence required; Commute risk,Family,Title verification; Short-let restriction,"Good family test candidate in GRA Benin, Benin City; check Title verification, Short-let restriction before recommending.",family
NGL-0104,Kano,Kano,Tarauni,Hotoro / Zoo Road,"Plot 7, Unity Road",Semi-detached Duplex,For Sale,C of O,4,5,4,627,229,Compact,1995,Fair,83000000,362445,550000,6600000,400000,850000,350000,0.0795,0.0499,1233088,-10655054,29,87,52,57,54,43,Low,Clean,47,82,Good,54,No,Inverter,Borehole,Fiber available,Attractive gross yield; Strong security profile; Large family layout,Repair budget needed; Commute risk; Power/water reliability concern,Family,Renovation/structural check,"Good family test candidate in Tarauni, Kano; check Renovation/structural check before recommending.",yield; family; low-flood-risk; clean-title; renovation
NGL-0105,Lagos,Lagos,Ajah,Thomas Estate / Abraham Adesanya,"Plot 51, Badore Road",Penthouse,For Sale,Excision in Process,3,3,3,145,145,Corner plot,2021,Excellent,184000000,1268966,1450000,17400000,1200000,2350000,500000,0.0946,0.0603,2733592,-21715107,43,75,59,74,78,49,Medium,Verification needed,76,82,Fair,81,No,Inverter,Borehole,4G/5G reliable,High market liquidity; Good commute profile; Attractive gross yield,Drainage/flood checks required; Documentation diligence required; Road quality risk,Renter / Lifestyle,Title verification; Short-let restriction,"Good renter / lifestyle test candidate in Ajah, Lagos; check Title verification, Short-let restriction before recommending.",yield; renter-lifestyle
NGL-0106,Lagos,Lagos,Yaba,Sabo / Alagomeji,"Plot 135, Alagomeji Road",Apartment / Flat,Price Reduced,Gazette,1,2,1,41,65,Corner plot,2017,Fair,53500000,823077,400000,4800000,500000,350000,200000,0.0897,0.0584,794822,-6411860,42,80,58,75,73,92,Low,Verification needed,86,61,Good,84,No,Shared generator,Borehole,Fiber available,High market liquidity; Strong school access; Attractive gross yield,Documentation diligence required; Repair budget needed,Family,Title verification; Renovation/structural check,"Good family test candidate in Yaba, Lagos; check Title verification, Renovation/structural check before recommending.",yield; family; low-flood-risk; renovation
NGL-0107,Kano,Kano,Nasarawa GRA,Court Road / GRA,"Plot 63, Central Link Road",Townhouse,For Sale,Gazette,3,4,2,206,193,Regular,2021,Newly Built,95500000,494819,500000,6000000,650000,1300000,350000,0.0628,0.0306,1418794,-14105525,36,89,49,56,72,69,Low,Verification needed,59,61,Good,72,No,Solar + inverter,Estate water,Unknown,Balanced price for area,Documentation diligence required,Family,Title verification; Boundary survey check,"Good family test candidate in Nasarawa GRA, Kano; check Title verification, Boundary survey check before recommending.",family; low-flood-risk
NGL-0108,FCT,Abuja,Wuse 2,Aminu Kano / Ademola Adetokunbo,"Plot 8, Kumasi Crescent",Serviced Apartment,Tenant Occupied,Governor's Consent,1,2,1,45,67,Regular,2004,Good,103500000,1544776,550000,6600000,3400000,500000,400000,0.0638,0.0139,1537646,-17009748,27,66,64,64,80,67,Low,Clean,62,54,Fair,88,Yes,None,Borehole,Patchy broadband,High market liquidity; Good commute profile; Short-let optionality,High annual service charge; Road quality risk,Family,High service charge; Possession timeline,"Good family test candidate in Wuse 2, Abuja; check High service charge, Possession timeline before recommending.",family; low-flood-risk; clean-title; prime
NGL-0109,Rivers,Port Harcourt,Rumuodara,East-West Road Axis,"Plot 187, Government House Road",Semi-detached Duplex,For Sale,C of O,5,6,5,714,313,Compact,2020,Excellent,216500000,691693,950000,11400000,500000,2000000,350000,0.0527,0.0326,3216428,-31529134,34,78,46,60,63,44,Medium,Clean,52,71,Excellent,67,No,Inverter,Tanker-dependent,4G/5G reliable,Large family layout,Drainage/flood checks required; Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in Rumuodara, Port Harcourt; check pricing and inspection before recommending.",family; clean-title
NGL-0110,Lagos,Lagos,Yaba,Sabo / Alagomeji,"Plot 69, Commercial Avenue",Detached Duplex,For Sale,Gazette,5,5,5,1041,497,Compact,1998,Good,985000000,1981891,3000000,36000000,550000,5700000,3500000,0.0365,0.0219,14633632,-154033588,38,80,51,62,51,70,Low,Verification needed,73,49,Fair,86,Yes,Generator-ready,Tanker-dependent,Fiber available,High market liquidity; Reliable infrastructure; Large family layout,Documentation diligence required; Commute risk; Road quality risk,Family,Title verification,"Good family test candidate in Yaba, Lagos; check Title verification before recommending.",family; low-flood-risk
NGL-0111,Kwara,Ilorin,GRA Ilorin,Tanke / GRA Link,"Plot 171, Unity Road",Detached Duplex,Tenant Occupied,Registered Deed,5,5,5,841,302,Compact,2014,Newly Built,222000000,735099,950000,11400000,500000,2250000,750000,0.0514,0.0289,3298138,-33159661,36,87,43,50,28,61,Low,Verification needed,45,59,Good,62,No,Solar + inverter,Municipal + borehole,Fiber available,Large family layout,Documentation diligence required; Commute risk; Power/water reliability concern,Family,Title verification; Possession timeline,"Good family test candidate in GRA Ilorin, Ilorin; check Title verification, Possession timeline before recommending.",family; low-flood-risk
NGL-0112,FCT,Abuja,Asokoro,Aso Drive / ECOWAS Axis,"Plot 17, Aso Drive",Apartment / Flat,For Sale,Excision in Process,1,1,2,59,74,Regular,2011,Good,135000000,1824324,650000,7800000,2000000,1150000,750000,0.0578,0.0214,2005625,-21181497,38,77,50,65,79,90,Low,Verification needed,68,46,Good,83,No,Solar + inverter,Borehole,Patchy broadband,High market liquidity; Strong school access; Good commute profile,Documentation diligence required; High annual service charge,Family,Title verification; High service charge,"Good family test candidate in Asokoro, Abuja; check Title verification, High service charge before recommending.",family; low-flood-risk; prime
NGL-0113,Rivers,Port Harcourt,Rumuodara,East-West Road Axis,"Plot 136, Unity Road",Serviced Apartment,For Sale,Gazette,1,1,1,59,78,Corner plot,2021,Newly Built,41000000,525641,200000,2400000,900000,200000,50000,0.0585,0.0229,609116,-6371388,42,68,41,60,48,53,Medium,Verification needed,45,84,Good,51,No,Solar + inverter,Borehole,Fiber available,Strong security profile,Drainage/flood checks required; Documentation diligence required; Commute risk,Family,Title verification; Short-let restriction,"Good family test candidate in Rumuodara, Port Harcourt; check Title verification, Short-let restriction before recommending.",budget; family
NGL-0114,FCT,Abuja,Life Camp,Kado / Paradise Estate,"Plot 109, Life Camp Extension",Detached Duplex,Price Reduced,Gazette,4,3,4,467,203,Regular,2019,Excellent,343000000,1689655,1900000,22800000,500000,4000000,600000,0.0665,0.043,5095772,-46413270,47,83,52,75,92,75,Medium,Verification needed,86,54,Excellent,96,No,Inverter,Tanker-dependent,Fiber available,High market liquidity; Strong school access; Good commute profile,Drainage/flood checks required; Documentation diligence required,Family,Title verification,"Good family test candidate in Life Camp, Abuja; check Title verification before recommending.",family
NGL-0115,FCT,Abuja,Life Camp,Kado / Paradise Estate,"Plot 166, Life Camp Extension",Townhouse,For Sale,Governor's Consent,4,5,4,295,287,Corner plot,2002,Fair,229000000,797909,1050000,12600000,900000,1450000,1150000,0.055,0.0326,3402134,-33363606,30,75,57,58,79,61,Low,Clean,68,74,Poor,77,Yes,Shared generator,Municipal + borehole,Fiber available,High market liquidity; Good commute profile; Short-let optionality,Repair budget needed; Road quality risk,Family,Renovation/structural check; Road access risk,"Good family test candidate in Life Camp, Abuja; check Renovation/structural check, Road access risk before recommending.",family; low-flood-risk; clean-title; renovation
NGL-0116,Ogun,Ota,Sango Ota,Iju / Ijoko Axis,"Plot 108, Estate Avenue",Apartment / Flat,For Sale,C of O,4,5,3,224,279,Corner plot,2003,Needs Renovation,68500000,245520,300000,3600000,850000,1000000,100000,0.0526,0.0173,1017669,-11030026,39,79,49,64,83,26,Low,Clean,59,61,Excellent,58,Yes,None,Borehole,Patchy broadband,Good commute profile; Short-let optionality,Repair budget needed,Family,Renovation/structural check,"Good family test candidate in Sango Ota, Ota; check Renovation/structural check before recommending.",family; low-flood-risk; clean-title; renovation
NGL-0117,Ogun,Mowe-Ofada,Mowe,Redemption Camp / Ofada,"Plot 113, GRA Road",Bungalow,Off-plan,Registered Deed,3,3,2,344,151,Irregular,1997,Good,60500000,400662,250000,3000000,150000,700000,150000,0.0496,0.0266,898817,-9175804,70,49,34,45,45,41,High,Verification needed,51,67,Poor,74,No,Inverter,Municipal + borehole,Fiber available,Balanced price for area,Drainage/flood checks required; Documentation diligence required; Commute risk,Family,Flood-zone diligence; Title verification; Road access risk,"Good family test candidate in Mowe, Mowe-Ofada; check Flood-zone diligence, Title verification before recommending.",family
NGL-0118,Anambra,Onitsha,GRA Onitsha,Awka Road / Inland Town,"Plot 155, GRA Road",Bungalow,For Sale,C of O,2,2,2,255,90,Compact,2018,Newly Built,73500000,816667,300000,3600000,500000,1050000,200000,0.049,0.0188,1091951,-11721415,27,79,47,60,78,66,Low,Clean,36,52,Good,66,No,Inverter,Tanker-dependent,Fiber available,Good commute profile,Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in GRA Onitsha, Onitsha; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0119,Kano,Kano,Tarauni,Hotoro / Zoo Road,"Plot 74, Government House Road",Terrace House,For Sale,Governor's Consent,5,4,4,293,313,Compact,2009,Good,118500000,378594,650000,7800000,750000,1200000,650000,0.0658,0.0353,1760493,-16939914,35,73,46,57,69,56,Medium,Clean,32,64,Fair,54,No,Generator-ready,Borehole,Fiber available,Attractive gross yield; Large family layout,Drainage/flood checks required; Power/water reliability concern; Road quality risk,Family,No major synthetic flags,"Good family test candidate in Tarauni, Kano; check pricing and inspection before recommending.",family; clean-title
NGL-0120,Kano,Kano,Tarauni,Hotoro / Zoo Road,"Plot 164, Central Link Road",Penthouse,For Sale,Registered Deed,5,6,5,238,351,Irregular,2025,Excellent,202500000,576923,1150000,13800000,2150000,1900000,400000,0.0681,0.0373,3008437,-28545245,34,81,51,64,76,57,Low,Verification needed,30,71,Fair,69,No,Shared generator,Estate water,4G/5G reliable,Good commute profile; Attractive gross yield,Documentation diligence required; High annual service charge; Power/water reliability concern,Family,Title verification; High service charge; Short-let restriction,"Good family test candidate in Tarauni, Kano; check Title verification, High service charge before recommending.",family; low-flood-risk
